,STORESpollen,STOREShoney,STORESnectar,BroodCells,BEESadult,WEIGHTcolony
246,120.27119246460254,51765.03029103295,0.0,1857.8319626014386,39819.53555788053,53.35423424750386
247,126.12241869723036,51637.27017475095,0.0,1697.3164627306533,39598.24513610559,53.249184715988164
248,108.4853517591381,51500.769258918575,408.25738464046356,1549.5440820295612,39365.136143620686,53.31002886630617
249,70.45353386448139,51538.313553931635,343.72158333463904,1406.8171951080092,39083.9031696769,53.24634146566703
250,58.61570548964559,51562.03141448268,0.0,1273.0921441420912,38808.8540684903,53.06386096213464
251,84.98544874159097,51451.61303863971,0.0,1150.3881971097874,38547.640927382774,52.97292565820056
252,67.48254269437263,51344.81782816223,0.0,1041.771283885498,38285.079644947655,52.87535639533222
253,76.27067949999235,51231.719796959595,408.81459290634695,941.7927149651225,38012.57224079125,52.957115774808535
254,78.89113473156152,51285.980763289925,382.8245509428298,852.5505651351101,37703.08264866356,52.931279238527054
255,68.16905489252622,51341.52330386428,0.0,774.900092992285,37387.05284539469,52.751032874973056
256,48.361194496755246,51246.38905627741,0.0,708.5268562689439,37087.1332155134,52.66127424259183
257,37.055106502757894,51153.5490183696,0.0,654.1775682587371,36782.051932480244,52.575930501056874
258,46.60263442467243,51062.13569165394,21.80334309270563,605.8739748375466,36468.19523991466,52.50557420231884
259,51.48502232094002,50981.859871828914,0.0,563.8500755489745,36147.85499061802,52.42100774691774
260,37.50008201655801,50894.642363800354,0.0,525.6005373264077,35827.60008720917,52.338429109416
261,32.84584286812385,50805.13555142869,135.25337365844987,489.97443562534465,35506.591507387144,52.31524710020404
262,29.667281814246742,50771.12081612382,214.83412712725655,457.9815397656074,35174.237347005575,52.29524148090968
263,34.458825635561915,50770.47785557589,153.47348888067913,426.7188973512941,34841.229179721784,52.23337454141982
264,21.684851388516194,50748.41005810058,129.28992429937054,398.96413415042184,34508.18899368684,52.17302457024455
265,20.527160096901127,50717.62718449066,150.59490161324803,374.0304322526239,34180.97377090022,52.13141844606959
266,22.13954077520684,50697.70012998983,82.46020295590642,348.06043419339414,33853.55860766636,52.05736588403417
267,11.134890522644028,50652.52383381836,82.8480502393769,325.5555538358291,33531.018068213205,51.99799352264958
